ordernumber,quantityordered,price,orderlinenumber,sales,orderdate,status,productline,msrp,productcode,customername,city,postalcode,country,territory,contactlastname,contactfirstname,dealsize,quarter,year,Phonenumber,Address
10177,35,74.6,8,2611.0,2003-11-07,Shipped,Vintage Cars,87,184522,CAF Imports,Madrid,28023,Spain,EMEA,Fernandez,Jesus,Small,Q4,2003,34913728555,Merchants House  27-30 Merchant's Quay
10185,47,77.24,8,3630.2799999999997,2003-11-14,Shipped,Vintage Cars,87,184522,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Medium,Q4,2003,5085559555,4575 Hillside Dr 
10197,50,100.0,14,5000.0,2003-11-26,Shipped,Vintage Cars,87,184522,Enaco Distributors,Barcelona,8022,Spain,EMEA,Saavedra,Eduardo,Medium,Q4,2003,932034555,Rambla de Catalu¤a  23
10208,45,87.77,8,3949.6499999999996,2004-01-02,Shipped,Vintage Cars,87,184522,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Medium,Q1,2004,78325555,2  rue du Commerce
10221,39,89.53,2,3491.67,2004-02-18,Shipped,Vintage Cars,87,184522,Petit Auto,Bruxelles,1180,Belgium,EMEA,Dewey,Catherine,Medium,Q1,2004,02555467,Rue Joseph-Bens 532
10232,23,89.53,5,2059.19,2004-03-20,Shipped,Vintage Cars,87,184522,giftsbymail.co.uk,Cowes,317,UK,EMEA,Bennett,Helen,Small,Q1,2004,1985558888,Garden House Crowther Way
10248,42,75.48,11,3170.1600000000003,2004-05-07,Cancelled,Vintage Cars,87,184522,Land of Toys Inc.,NYC,10022,USA,,Yu,Kwai,Medium,Q2,2004,2125557818,897 Long Airport Avenue
10261,20,89.53,9,1790.6,2004-06-17,Shipped,Vintage Cars,87,184522,Quebec Home Shopping Network,Montreal,113,Canada,,Fresnisre,Jean,Small,Q2,2004,5145558054,43 rue St  Laurent
10273,33,71.09,12,2345.9700000000003,2004-07-21,Shipped,Vintage Cars,87,184522,Petit Auto,Bruxelles,1180,Belgium,EMEA,Dewey,Catherine,Small,Q3,2004,02555467,Rue Joseph-Bens 532
10283,34,100.0,14,3400.0,2004-08-20,Shipped,Vintage Cars,87,184522,"Royal Canadian Collectables, Ltd.",Tsawassen,284,Canada,,Lincoln,Elizabeth,Medium,Q3,2004,6045554555,23 Tsawassen Blvd 
10293,49,100.0,3,4900.0,2004-09-09,Shipped,Vintage Cars,87,184522,Amica Models & Co.,Torino,10100,Italy,EMEA,Accorti,Paolo,Medium,Q3,2004,0114988555,Via Monte Bianco 34
10306,39,90.4,8,3525.6000000000004,2004-10-14,Shipped,Vintage Cars,87,184522,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Medium,Q4,2004,1715551555,Fauntleroy Circus
10315,36,100.0,7,3600.0,2004-10-29,Shipped,Vintage Cars,87,184522,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Medium,Q4,2004,40678555,67  rue des Cinquante Otages
10326,50,86.01,5,4300.5,2004-11-09,Shipped,Vintage Cars,87,184522,"Volvo Model Replicas, Co",Lule,95822,Sweden,EMEA,Berglund,Christina,Medium,Q4,2004,0921123555,Berguvsv„gen  8
10337,29,100.0,2,2900.0,2004-11-21,Shipped,Vintage Cars,87,184522,Classic Legends Inc.,NYC,10022,USA,,Hernandez,Maria,Medium,Q4,2004,2125558493,5905 Pompton St 
10350,30,100.0,3,3000.0,2004-12-02,Shipped,Vintage Cars,87,184522,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q4,2004,915559444,  Moralzarzal  86
10372,41,86.89,7,3562.4900000000002,2005-01-26,Shipped,Vintage Cars,87,184522,"Tokyo Collectables, Ltd",Minato-ku,1060032,Japan,JP,Shimamura,Akiko,Medium,Q1,2005,81335840555,2-2-8 Roppongi
10383,28,58.58,7,1640.24,2005-02-22,Shipped,Vintage Cars,87,184522,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q1,2005,915559444,  Moralzarzal  86
10396,45,100.0,5,4500.0,2005-03-23,Shipped,Vintage Cars,87,184522,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q1,2005,4155551450,5677 Strong St 
10414,16,75.48,11,1207.68,2005-05-06,On Hold,Vintage Cars,87,184522,Gifts4AllAges.com,Boston,51003,USA,,Yoshido,Juri,Small,Q2,2005,6175559555,8616 Spinnaker Dr 
10103,36,100.0,5,3600.0,2003-01-29,Shipped,Trucks and Buses,121,184600,Baane Mini Imports,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Q1,2003,07989555,Erling Skakkes gate 78
10114,41,100.0,9,4100.0,2003-04-01,Shipped,Trucks and Buses,121,184600,"La Corne D'abondance, Co.",Paris,75012,France,EMEA,Bertrand,Marie,Medium,Q2,2003,142342555,265  boulevard Charonne
10126,50,100.0,5,5000.0,2003-05-28,Shipped,Trucks and Buses,121,184600,"Corrida Auto Replicas, Ltd",Madrid,28023,Spain,EMEA,Sommer,Mart¡n,Large,Q2,2003,915552282,  Araquil  67
10140,40,100.0,5,4000.0,2003-07-24,Shipped,Trucks and Buses,121,184600,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Medium,Q3,2003,6505556809,9408 Furth Circle
10150,49,100.0,2,4900.0,2003-09-19,Shipped,Trucks and Buses,121,184600,"Dragon Souveniers, Ltd.",Singapore,79903,Singapore,JP,Natividad,Eric,Medium,Q3,2003,652217555,Bronz Sok   Bronz Apt  3 6 Tesvikiye
10164,45,100.0,3,4500.0,2003-10-21,Resolved,Trucks and Buses,121,184600,Mini Auto Werke,Graz,8010,Austria,EMEA,Mendel,Roland,Medium,Q4,2003,76753555,Kirchgasse 6
10175,47,100.0,10,4700.0,2003-11-06,Shipped,Trucks and Buses,121,184600,"Stylish Desk Decors, Co.",London,36,UK,EMEA,Brown,Ann,Medium,Q4,2003,1715550297,35 King George
10183,21,100.0,2,2100.0,2003-11-13,Shipped,Trucks and Buses,121,184600,"Classic Gift Ideas, Inc",Philadelphia,71270,USA,,Cervantes,Francisca,Small,Q4,2003,2155554695,782 First Street
10194,32,100.0,5,3200.0,2003-11-25,Shipped,Trucks and Buses,121,184600,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Medium,Q4,2003,78325555,2  rue du Commerce
10207,47,100.0,16,4700.0,2003-12-09,Shipped,Trucks and Buses,121,184600,Diecast Collectables,Boston,51003,USA,,Franco,Valarie,Medium,Q4,2003,6175552555,6251 Ingle Ln 
10217,38,100.0,5,3800.0,2004-02-04,Shipped,Trucks and Buses,121,184600,Handji Gifts& Co,Singapore,69045,Singapore,APAC,Victorino,Wendy,Medium,Q1,2004,652241555,Village Close - 106 Linden Road Sandown
10229,41,100.0,10,4100.0,2004-03-11,Shipped,Trucks and Buses,121,184600,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q1,2004,4155551450,5677 Strong St 
10245,21,100.0,3,2100.0,2004-05-04,Shipped,Trucks and Buses,121,184600,Super Scale Inc.,New Haven,97823,USA,,Murphy,Leslie,Small,Q2,2004,2035559545,567 North Pendale Street
10259,41,100.0,13,4100.0,2004-06-15,Shipped,Trucks and Buses,121,184600,Handji Gifts& Co,Singapore,69045,Singapore,APAC,Victorino,Wendy,Medium,Q2,2004,652241555,Village Close - 106 Linden Road Sandown
10270,38,100.0,3,3800.0,2004-07-19,Shipped,Trucks and Buses,121,184600,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Medium,Q3,2004,61294958555,Monitor Money Building  815 Pacific Hwy
10281,25,99.29,10,2482.25,2004-08-19,Shipped,Trucks and Buses,121,184600,Diecast Classics Inc.,Allentown,70267,USA,,Yu,Kyung,Small,Q3,2004,2155551555,7586 Pompton St 
10291,48,100.0,5,4800.0,2004-09-08,Shipped,Trucks and Buses,121,184600,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Medium,Q3,2004,0695346555,?kergatan 24
10305,22,99.29,14,2184.38,2004-10-13,Shipped,Trucks and Buses,121,184600,Marta's Replicas Co.,Cambridge,51247,USA,,Hernandez,Marta,Small,Q4,2004,6175558555,39323 Spinnaker Dr 
10313,28,100.0,8,2800.0,2004-10-22,Shipped,Trucks and Buses,121,184600,Canadian Gift Exchange Network,Vancouver,321,Canada,,Tannamuri,Yoshi,Small,Q4,2004,6045553392,1900 Oak St 
10323,47,100.0,1,4700.0,2004-11-05,Shipped,Trucks and Buses,121,184600,"Blauer See Auto, Co.",Frankfurt,60528,Germany,EMEA,Keitel,Roland,Medium,Q4,2004,496966902555,Lyonerstr  34
10334,49,100.0,4,4900.0,2004-11-19,On Hold,Trucks and Buses,121,184600,"Volvo Model Replicas, Co",Lule,95822,Sweden,EMEA,Berglund,Christina,Medium,Q4,2004,0921123555,Berguvsv„gen  8
10347,45,100.0,4,4500.0,2004-11-29,Shipped,Trucks and Buses,121,184600,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q4,2004,0395204555,636 St Kilda Road
10357,28,100.0,2,2800.0,2004-12-10,Shipped,Trucks and Buses,121,184600,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q4,2004,4155551450,5677 Strong St 
10370,29,57.53,6,1668.3700000000001,2005-01-20,Shipped,Trucks and Buses,121,184600,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Small,Q1,2005,0299368555,201 Miller Street
10382,39,100.0,1,3900.0,2005-02-17,Shipped,Trucks and Buses,121,184600,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q1,2005,4155551450,5677 Strong St 
10411,46,100.0,3,4600.0,2005-05-01,Shipped,Trucks and Buses,121,184600,Quebec Home Shopping Network,Montreal,113,Canada,,Fresnisre,Jean,Medium,Q2,2005,5145558054,43 rue St  Laurent
10425,38,100.0,13,3800.0,2005-05-31,In Process,Trucks and Buses,121,184600,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Medium,Q2,2005,40678555,67  rue des Cinquante Otages
10103,41,47.29,9,1938.8899999999999,2003-01-29,Shipped,Vintage Cars,50,184668,Baane Mini Imports,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Q1,2003,07989555,Erling Skakkes gate 78
10113,50,49.81,3,2490.5,2003-03-26,Shipped,Vintage Cars,50,184668,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q1,2003,4155551450,5677 Strong St 
10126,43,53.83,9,2314.69,2003-05-28,Shipped,Vintage Cars,50,184668,"Corrida Auto Replicas, Ltd",Madrid,28023,Spain,EMEA,Sommer,Mart¡n,Small,Q2,2003,915552282,  Araquil  67
10140,29,43.27,9,1254.8300000000002,2003-07-24,Shipped,Vintage Cars,50,184668,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Small,Q3,2003,6505556809,9408 Furth Circle
10150,30,42.76,6,1282.8,2003-09-19,Shipped,Vintage Cars,50,184668,"Dragon Souveniers, Ltd.",Singapore,79903,Singapore,JP,Natividad,Eric,Small,Q3,2003,652217555,Bronz Sok   Bronz Apt  3 6 Tesvikiye
10164,25,53.83,7,1345.75,2003-10-21,Resolved,Vintage Cars,50,184668,Mini Auto Werke,Graz,8010,Austria,EMEA,Mendel,Roland,Small,Q4,2003,76753555,Kirchgasse 6
10174,49,44.78,2,2194.2200000000003,2003-11-06,Shipped,Vintage Cars,50,184668,"Australian Gift Network, Co",South Brisbane,4101,Australia,APAC,Calaghan,Tony,Small,Q4,2003,61738446555,31 Duncan St  West End
10183,40,49.3,6,1972.0,2003-11-13,Shipped,Vintage Cars,50,184668,"Classic Gift Ideas, Inc",Philadelphia,71270,USA,,Cervantes,Francisca,Small,Q4,2003,2155554695,782 First Street
10194,41,44.78,9,1835.98,2003-11-25,Shipped,Vintage Cars,50,184668,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Small,Q4,2003,78325555,2  rue du Commerce
10206,21,53.33,4,1119.93,2003-12-05,Shipped,Vintage Cars,50,184668,Canadian Gift Exchange Network,Vancouver,321,Canada,,Tannamuri,Yoshi,Small,Q4,2003,6045553392,1900 Oak St 
10215,46,45.28,1,2082.88,2004-01-29,Shipped,Vintage Cars,50,184668,West Coast Collectables Co.,Burbank,94019,USA,,Thompson,Steve,Small,Q1,2004,3105553722,3675 Furth Circle
10229,39,40.25,14,1569.75,2004-03-11,Shipped,Vintage Cars,50,184668,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q1,2004,4155551450,5677 Strong St 
10245,45,59.87,7,2694.15,2004-05-04,Shipped,Vintage Cars,50,184668,Super Scale Inc.,New Haven,97823,USA,,Murphy,Leslie,Small,Q2,2004,2035559545,567 North Pendale Street
10258,21,59.87,4,1257.27,2004-06-15,Shipped,Vintage Cars,50,184668,"Tokyo Collectables, Ltd",Minato-ku,1060032,Japan,JP,Shimamura,Akiko,Small,Q2,2004,81335840555,2-2-8 Roppongi
10270,44,58.36,7,2567.84,2004-07-19,Shipped,Vintage Cars,50,184668,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Small,Q3,2004,61294958555,Monitor Money Building  815 Pacific Hwy
10281,44,59.87,14,2634.2799999999997,2004-08-19,Shipped,Vintage Cars,50,184668,Diecast Classics Inc.,Allentown,70267,USA,,Yu,Kyung,Small,Q3,2004,2155551555,7586 Pompton St 
10291,29,51.82,9,1502.78,2004-09-08,Shipped,Vintage Cars,50,184668,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Small,Q3,2004,0695346555,?kergatan 24
10304,34,49.3,4,1676.1999999999998,2004-10-11,Shipped,Vintage Cars,50,184668,Auto Assoc. & Cie.,Versailles,78000,France,EMEA,Tonini,Daniel,Small,Q4,2004,30598555,67  avenue de l'Europe
10312,39,56.85,1,2217.15,2004-10-21,Shipped,Vintage Cars,50,184668,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q4,2004,4155551450,5677 Strong St 
10324,38,100.0,6,3800.0,2004-11-05,Shipped,Vintage Cars,50,184668,Vitachrome Inc.,NYC,10022,USA,,Frick,Michael,Medium,Q4,2004,2125551500,2678 Kingston Rd 
10333,24,79.86,8,1916.6399999999999,2004-11-18,Shipped,Vintage Cars,50,184668,Mini Wheels Co.,San Francisco,,USA,,Murphy,Julie,Small,Q4,2004,6505555787,5557 North Pendale Street
10348,29,100.0,6,2900.0,2004-11-01,Shipped,Vintage Cars,50,184668,"Corrida Auto Replicas, Ltd",Madrid,28023,Spain,EMEA,Sommer,Mart¡n,Large,Q4,2004,915552282,  Araquil  67
10358,30,100.0,8,3000.0,2004-12-10,Shipped,Vintage Cars,50,184668,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q4,2004,915559444,  Moralzarzal  86
10370,20,100.0,2,2000.0,2005-01-20,Shipped,Vintage Cars,50,184668,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Small,Q1,2005,0299368555,201 Miller Street
10382,39,100.0,2,3900.0,2005-02-17,Shipped,Vintage Cars,50,184668,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Large,Q1,2005,4155551450,5677 Strong St 
10411,35,59.87,7,2095.45,2005-05-01,Shipped,Vintage Cars,50,184668,Quebec Home Shopping Network,Montreal,113,Canada,,Fresnisre,Jean,Small,Q2,2005,5145558054,43 rue St  Laurent
10424,26,59.87,4,1556.62,2005-05-31,In Process,Vintage Cars,50,184668,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q2,2005,915559444,  Moralzarzal  86
10108,44,100.0,11,4400.0,2003-03-03,Shipped,Classic Cars,148,184721,Cruz & Sons Co.,Makati City,1227,Philippines,JP,Cruz,Arnold,Medium,Q1,2003,6325553587,15 McCallum Street - NatWest Center #13-03
10122,28,100.0,15,2800.0,2003-05-08,Shipped,Classic Cars,148,184721,Marseille Mini Autos,Marseille,13008,France,EMEA,Lebihan,Laurence,Medium,Q2,2003,91244555,12  rue des Bouchers
10135,31,100.0,12,3100.0,2003-07-02,Shipped,Classic Cars,148,184721,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q3,2003,4155551450,5677 Strong St 
10146,29,100.0,1,2900.0,2003-09-03,Shipped,Classic Cars,148,184721,Gift Ideas Corp.,Glendale,97561,USA,,Lewis,Dan,Medium,Q3,2003,2035554407,2440 Pompton St 
10159,32,100.0,7,3200.0,2003-10-10,Shipped,Classic Cars,148,184721,Corporate Gift Ideas Co.,San Francisco,,USA,,Brown,Julie,Medium,Q4,2003,6505551386,7734 Strong St 
10169,33,100.0,7,3300.0,2003-11-04,Shipped,Classic Cars,148,184721,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Medium,Q4,2003,0299368555,201 Miller Street
10180,44,100.0,2,4400.0,2003-11-11,Shipped,Classic Cars,148,184721,Daedalus Designs Imports,Lille,59000,France,EMEA,Rance,Martine,Medium,Q4,2003,20161555,184  chausse de Tournai
10191,32,100.0,8,3200.0,2003-11-20,Shipped,Classic Cars,148,184721,"Toms Spezialitten, Ltd",Koln,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,Q4,2003,02215554327,Mehrheimerstr  369
10211,41,100.0,7,4100.0,2004-01-15,Shipped,Classic Cars,148,184721,Auto Canal Petit,Paris,75016,France,EMEA,Perrier,Dominique,Medium,Q1,2004,147556555,25  rue Lauriston
10225,35,100.0,14,3500.0,2004-02-22,Shipped,Classic Cars,148,184721,"Vida Sport, Ltd",Gensve,1203,Switzerland,EMEA,Holz,Michael,Medium,Q1,2004,0897034555,Grenzacherweg 237
10238,44,100.0,8,4400.0,2004-04-09,Shipped,Classic Cars,148,184721,Danish Wholesale Imports,Kobenhavn,1734,Denmark,EMEA,Petersen,Jytte,Medium,Q2,2004,31123555,Vinb'ltet 34
10252,26,100.0,4,2600.0,2004-05-26,Shipped,Classic Cars,148,184721,Auto Canal Petit,Paris,75016,France,EMEA,Perrier,Dominique,Medium,Q2,2004,147556555,25  rue Lauriston
10264,20,100.0,2,2000.0,2004-06-30,Shipped,Classic Cars,148,184721,Gifts4AllAges.com,Boston,51003,USA,,Yoshido,Juri,Small,Q2,2004,6175559555,8616 Spinnaker Dr 
10276,48,100.0,8,4800.0,2004-08-02,Shipped,Classic Cars,148,184721,Online Mini Collectables,Brickhaven,58339,USA,,Barajas,Miguel,Medium,Q3,2004,6175557555,7635 Spinnaker Dr 
10287,34,100.0,17,3400.0,2004-08-30,Shipped,Classic Cars,148,184721,"Vida Sport, Ltd",Gensve,1203,Switzerland,EMEA,Holz,Michael,Medium,Q3,2004,0897034555,Grenzacherweg 237
10299,49,100.0,2,4900.0,2004-09-30,Shipped,Classic Cars,148,184721,"Toys of Finland, Co.",Helsinki,21240,Finland,EMEA,Karttunen,Matti,Large,Q3,2004,902248555,Keskuskatu 45
10310,40,100.0,15,4000.0,2004-10-16,Shipped,Classic Cars,148,184721,"Toms Spezialitten, Ltd",Koln,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,Q4,2004,02215554327,Mehrheimerstr  369
10319,45,100.0,3,4500.0,2004-11-03,Shipped,Classic Cars,148,184721,Microscale Inc.,NYC,10022,USA,,Kuo,Kee,Large,Q4,2004,2125551957,5290 North Pendale Street
10330,50,100.0,4,5000.0,2004-11-16,Shipped,Classic Cars,148,184721,Cruz & Sons Co.,Makati City,1227,Philippines,JP,Cruz,Arnold,Medium,Q4,2004,6325553587,15 McCallum Street - NatWest Center #13-03
10342,38,100.0,11,3800.0,2004-11-24,Shipped,Classic Cars,148,184721,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q4,2004,0395204555,636 St Kilda Road
10355,25,100.0,2,2500.0,2004-12-07,Shipped,Classic Cars,148,184721,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q4,2004,915559444,  Moralzarzal  86
10363,28,58.18,13,1629.04,2005-01-06,Shipped,Classic Cars,148,184721,Suominen Souveniers,Espoo,02271,Finland,EMEA,Suominen,Kalle,Small,Q1,2005,35898045555,Software Engineering Center  SEC Oy
10378,49,67.14,8,3289.86,2005-02-10,Shipped,Classic Cars,148,184721,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q1,2005,915559444,  Moralzarzal  86
10390,49,100.0,3,4900.0,2005-03-04,Shipped,Classic Cars,148,184721,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q1,2005,4155551450,5677 Strong St 
10110,42,61.29,9,2574.18,2003-03-18,Shipped,Classic Cars,71,184933,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Small,Q1,2003,1715551555,Fauntleroy Circus
10124,23,57.73,8,1327.79,2003-05-21,Shipped,Classic Cars,71,184933,Signal Gift Stores,Las Vegas,83030,USA,,King,Sue,Small,Q2,2003,7025551838,8489 Strong St 
10148,29,81.25,2,2356.25,2003-09-11,Shipped,Classic Cars,71,184933,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Small,Q3,2003,0299368555,201 Miller Street
10161,25,80.54,1,2013.5000000000002,2003-10-17,Shipped,Classic Cars,71,184933,Heintze Collectables,Aaarhus,8200,Denmark,EMEA,Ibsen,Palle,Small,Q4,2003,86213555,Smagsloget 45
10173,39,71.98,15,2807.2200000000003,2003-11-05,Shipped,Classic Cars,71,184933,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Small,Q4,2003,035640555,Via Ludovico il Moro 22
10182,44,69.84,12,3072.96,2003-11-12,Shipped,Classic Cars,71,184933,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q4,2003,4155551450,5677 Strong St 
10193,25,76.26,16,1906.5000000000002,2003-11-21,Shipped,Classic Cars,71,184933,"Australian Collectables, Ltd",Glen Waverly,3150,Australia,APAC,Connery,Sean,Small,Q4,2003,61938446555,7 Allen Street
10204,45,76.26,6,3431.7000000000003,2003-12-02,Shipped,Classic Cars,71,184933,Muscle Machine Inc,NYC,10022,USA,,Young,Jeff,Medium,Q4,2003,2125557413,4092 Furth Circle
10213,25,83.39,2,2084.75,2004-01-22,Shipped,Classic Cars,71,184933,"Double Decker Gift Stores, Ltd",London,11,UK,EMEA,Hardy,Thomas,Small,Q1,2004,1715557555,120 Hanover Sq 
10227,37,57.73,12,2136.0099999999998,2004-03-02,Shipped,Classic Cars,71,184933,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Small,Q1,2004,78325555,2  rue du Commerce
10241,30,66.99,4,2009.6999999999998,2004-04-13,Shipped,Classic Cars,71,184933,Mini Caravy,Strasbourg,67000,France,EMEA,Citeaux,Frederique,Small,Q2,2004,88601555,24  place Kluber
10267,36,75.55,1,2719.7999999999997,2004-07-07,Shipped,Classic Cars,71,184933,Muscle Machine Inc,NYC,10022,USA,,Young,Jeff,Small,Q3,2004,2125557413,4092 Furth Circle
10279,26,60.58,1,1575.08,2004-08-09,Shipped,Classic Cars,71,184933,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q3,2004,915559444,  Moralzarzal  86
10288,23,73.41,7,1688.4299999999998,2004-09-01,Shipped,Classic Cars,71,184933,Handji Gifts& Co,Singapore,69045,Singapore,APAC,Victorino,Wendy,Small,Q3,2004,652241555,Village Close - 106 Linden Road Sandown
10302,23,72.7,3,1672.1000000000001,2003-10-06,Shipped,Classic Cars,71,184933,"UK Collectables, Ltd.",Liverpool,16,UK,EMEA,Devon,Elizabeth,Small,Q4,2003,1715552282,Berkeley Gardens 12  Brewery
10311,25,66.99,2,1674.7499999999998,2004-10-16,Shipped,Classic Cars,71,184933,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q4,2004,915559444,  Moralzarzal  86
10332,21,100.0,3,2100.0,2004-11-17,Shipped,Classic Cars,71,184933,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Medium,Q4,2004,1715551555,Fauntleroy Circus
10344,26,63.43,5,1649.18,2004-11-25,Shipped,Classic Cars,71,184933,Marseille Mini Autos,Marseille,13008,France,EMEA,Lebihan,Laurence,Small,Q4,2004,91244555,12  rue des Bouchers
10367,44,85.25,9,3751.0,2005-01-12,Resolved,Classic Cars,71,184933,Toys4GrownUps.com,Pasadena,90003,USA,,Young,Julie,Medium,Q1,2005,6265557265,78934 Hillside Dr 
10380,24,100.0,2,2400.0,2005-02-16,Shipped,Classic Cars,71,184933,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q1,2005,915559444,  Moralzarzal  86
10407,66,66.99,4,4421.339999999999,2005-04-22,On Hold,Classic Cars,71,184933,The Sharp Gifts Warehouse,San Jose,94217,USA,,Frick,Sue,Medium,Q2,2005,4085553659,3086 Ingle Ln 
10420,36,57.73,7,2078.2799999999997,2005-05-29,In Process,Classic Cars,71,184933,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Small,Q2,2005,61294958555,Monitor Money Building  815 Pacific Hwy
10110,36,85.25,13,3069.0,2003-03-18,Shipped,Classic Cars,73,241046,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Medium,Q1,2003,1715551555,Fauntleroy Circus
10124,22,77.9,12,1713.8000000000002,2003-05-21,Shipped,Classic Cars,73,241046,Signal Gift Stores,Las Vegas,83030,USA,,King,Sue,Small,Q2,2003,7025551838,8489 Strong St 
10148,25,60.26,6,1506.5,2003-09-11,Shipped,Classic Cars,73,241046,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Small,Q3,2003,0299368555,201 Miller Street
10161,37,72.76,5,2692.1200000000003,2003-10-17,Shipped,Classic Cars,73,241046,Heintze Collectables,Aaarhus,8200,Denmark,EMEA,Ibsen,Palle,Small,Q4,2003,86213555,Smagsloget 45
10172,32,75.69,3,2422.08,2003-11-05,Shipped,Classic Cars,73,241046,Gift Depot Inc.,Bridgewater,97562,USA,,King,Julie,Small,Q4,2003,2035552570,25593 South Bay Ln 
10182,47,74.22,16,3488.34,2003-11-12,Shipped,Classic Cars,73,241046,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q4,2003,4155551450,5677 Strong St 
10192,37,69.82,4,2583.3399999999997,2003-11-20,Shipped,Classic Cars,73,241046,Online Diecast Creations Co.,Nashua,62005,USA,,Young,Valarie,Small,Q4,2003,6035558647,2304 Long Airport Avenue
10204,20,62.47,10,1249.4,2003-12-02,Shipped,Classic Cars,73,241046,Muscle Machine Inc,NYC,10022,USA,,Young,Jeff,Small,Q4,2003,2125557413,4092 Furth Circle
10212,41,82.31,3,3374.71,2004-01-16,Shipped,Classic Cars,73,241046,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q1,2004,915559444,  Moralzarzal  86
10226,21,60.26,1,1265.46,2004-02-26,Shipped,Classic Cars,73,241046,Collectable Mini Designs Co.,San Diego,91217,USA,,Thompson,Valarie,Small,Q1,2004,7605558146,361 Furth Circle
10241,22,76.43,8,1681.46,2004-04-13,Shipped,Classic Cars,73,241046,Mini Caravy,Strasbourg,67000,France,EMEA,Citeaux,Frederique,Small,Q2,2004,88601555,24  place Kluber
